"city","street","postal_code","debut_tranche","fin_tranche","paire_impaire"
"ESCH-SUR-ALZETTE","CITE JOSEPH BREBSOM","4046",,,""
"ESCH-SUR-ALZETTE","CITE LOUIS BLUM","4034",,,""
"ESCH-SUR-ALZETTE","CITE PIERRE KRIER","4177",,,""
"ESCH-SUR-ALZETTE","CITE SALVADOR ALLENDE","4014",,,""
"ESCH-SUR-ALZETTE","CITE VERTE","4342",,,""
"ESCH-SUR-ALZETTE","DIESWEE","4080",,,""
"ESCH-SUR-ALZETTE","DOMAINE DU SCHLASSGOARD","4327",,,""
"ESCH-SUR-ALZETTE","ECOLE EN FORET","4104",,,""
"ESCH-SUR-ALZETTE","ELLERGRONN","4114",,,""
"ESCH-SUR-ALZETTE","FAUBOURG","4120",,,""
"ESCH-SUR-ALZETTE","GAALGEBIERG","4142",,,""
"ESCH-SUR-ALZETTE","GRAND-RUE","4132",,,""
"ESCH-SUR-ALZETTE","KAZEBIERG","4166",,,""
"ESCH-SUR-ALZETTE","KLEESGRENDCHEN","4164",,,""
"ESCH-SUR-ALZETTE","MONTAGNE DE L'ECOLE","4102",,,""
"ESCH-SUR-ALZETTE","NEIDUERF","4261",,,""
"ESCH-SUR-ALZETTE","OP DEN DRIESCHEN","4149",,,""
"ESCH-SUR-ALZETTE","OP DER LEIER","4240",,,""
"ESCH-SUR-ALZETTE","PASSAGE DE L'ACADEMIE","4360",,,""
"ESCH-SUR-ALZETTE","PETITE RUE DES JARDINS","4151",,,""
"ESCH-SUR-ALZETTE","PETITE RUE DU MOULIN","4251",,,""
"ESCH-SUR-ALZETTE","PLACE ADELINE PELLEGRINO","4272",,,""
"ESCH-SUR-ALZETTE","PLACE AM BOLTGEN","4044",,,""
"ESCH-SUR-ALZETTE","PLACE BENELUX","4027",,,""
"ESCH-SUR-ALZETTE","PLACE DE LA LORRAINE","4216",,,""
"ESCH-SUR-ALZETTE","PLACE DE LA PAIX","4275",,,""
"ESCH-SUR-ALZETTE","PLACE DE LA RESISTANCE","4041",,,""
"ESCH-SUR-ALZETTE","PLACE DE L'ACADEMIE","4360",,,""
"ESCH-SUR-ALZETTE","PLACE DE L'EGLISE","4106",,,""
"ESCH-SUR-ALZETTE","PLACE DE L'EUROPE","4112",,,""
"ESCH-SUR-ALZETTE","PLACE DE L'EXPOSITION","4110",,,""
"ESCH-SUR-ALZETTE","PLACE DE L'HOTEL DE VILLE","4138",,,""
"ESCH-SUR-ALZETTE","PLACE DE LODEVE","4243",,,""
"ESCH-SUR-ALZETTE","PLACE DE STALINGRAD","4326",,,""
"ESCH-SUR-ALZETTE","PLACE DES FRANCISCAINS","4125",,,""
"ESCH-SUR-ALZETTE","PLACE DES LIBERATEURS","4240",,,""
"ESCH-SUR-ALZETTE","PLACE DES MINES","4244",,,""
"ESCH-SUR-ALZETTE","PLACE DES REMPARTS","4303",,,""
"ESCH-SUR-ALZETTE","PLACE DES SACRIFIES 1940-1945","4115",,,""
"ESCH-SUR-ALZETTE","PLACE DR WELTER","4347",,,""
"ESCH-SUR-ALZETTE","PLACE GROBIRCHEN","4240",,,""
"ESCH-SUR-ALZETTE","PLACE JEAN JAURES","4152",,,""
"ESCH-SUR-ALZETTE","PLACE JEAN-PIERRE MANTERNACH","4232",,,""
"ESCH-SUR-ALZETTE","PLACE LEON JOUHAUX","4155",,,""
"ESCH-SUR-ALZETTE","PLACE NORBERT METZ","4239",,,""
"ESCH-SUR-ALZETTE","PLACE PIERRE KRIER","4177",,,""
"ESCH-SUR-ALZETTE","PLACE ST JEAN","4153",,,""
"ESCH-SUR-ALZETTE","PLACE ST MICHEL","4242",,,""
"ESCH-SUR-ALZETTE","PLACE VICTOR HUGO","4141",,,""
"ESCH-SUR-ALZETTE","PLACE WINSTON CHURCHILL","4056",,,""
"ESCH-SUR-ALZETTE","PORTE DE FRANCE","4360",,,""
"ESCH-SUR-ALZETTE","PORTE DES SCIENCES","4366",,,""
"ESCH-SUR-ALZETTE","QUAI NEUDORF","4262",,,""
"ESCH-SUR-ALZETTE","QUARTIER","4289",,,""
"ESCH-SUR-ALZETTE","RESIDENCE JEAN-PIERRE THEISEN","4331",,,""
"ESCH-SUR-ALZETTE","RESIDENCE MICHEL RASQUIN","4301",,,""
"ESCH-SUR-ALZETTE","ROND-POINT HUBERT CLEMENT","4064",,,""
"ESCH-SUR-ALZETTE","RUE ABBE JULES LEMIRE","4208",,,""
"ESCH-SUR-ALZETTE","RUE ADA LOVELACE","4211",,,""
"ESCH-SUR-ALZETTE","RUE ALBERT EINSTEIN","4116",,,""
"ESCH-SUR-ALZETTE","RUE ALBERT GOEDERT","4267",,,""
"ESCH-SUR-ALZETTE","RUE ALINE DE SAINT-HUBERT","4139",,,""
"ESCH-SUR-ALZETTE","RUE ALOYSE KAYSER","4169",,,""
"ESCH-SUR-ALZETTE","RUE ANDRE KOCH","4173",,,""
"ESCH-SUR-ALZETTE","RUE ANTOINE DIEDERICH","4254",,,""
"ESCH-SUR-ALZETTE","RUE ARTHUR USELDINGER","4351",,,""
"ESCH-SUR-ALZETTE","RUE BARBOURG","4022",,,""
"ESCH-SUR-ALZETTE","RUE BATTY WEBER","4346",,,""
"ESCH-SUR-ALZETTE","RUE BERWART","4043",,,""
"ESCH-SUR-ALZETTE","RUE BLAISE PASCAL","4283",,,""
"ESCH-SUR-ALZETTE","RUE BOLTGEN","4038",,,""
"ESCH-SUR-ALZETTE","RUE BURGOARD","4043",,,""
"ESCH-SUR-ALZETTE","RUE CASPAR-MATHIAS SPOO","4323",,,""
"ESCH-SUR-ALZETTE","RUE CATHERINE SCHLEIMER-KILL","4314",,,""
"ESCH-SUR-ALZETTE","RUE CHARLY GAUL","4058",,,""
"ESCH-SUR-ALZETTE","RUE CLAIR-CHENE","4062",22,36,"P"
"ESCH-SUR-ALZETTE","RUE CLAIR-CHENE","4061",1,55,"I"
"ESCH-SUR-ALZETTE","RUE CLAIR-CHENE","4061",2,20,"P"
"ESCH-SUR-ALZETTE","RUE CLAIR-CHENE","4062",59,109,"I"
"ESCH-SUR-ALZETTE","RUE CURE JACQUES KAYSER","4168",,,""
"ESCH-SUR-ALZETTE","RUE D'AUDUN","4018",,,""
"ESCH-SUR-ALZETTE","RUE DE BELVAL","4024",,,""
"ESCH-SUR-ALZETTE","RUE DE BELVAUX","4025",1,100,""
"ESCH-SUR-ALZETTE","RUE DE BELVAUX","4026",101,999,""
"ESCH-SUR-ALZETTE","RUE DE BERGEM","4029",,,""
"ESCH-SUR-ALZETTE","RUE DE COLOGNE","4066",,,""
"ESCH-SUR-ALZETTE","RUE DE LA CIMENTERIE","4222",,,""
"ESCH-SUR-ALZETTE","RUE DE LA COLLINE","4065",,,""
"ESCH-SUR-ALZETTE","RUE DE LA FONTAINE","4122",,,""
"ESCH-SUR-ALZETTE","RUE DE LA LIBERATION","4210",,,""
"ESCH-SUR-ALZETTE","RUE DE LA LORRAINE","4216",,,""
"ESCH-SUR-ALZETTE","RUE DE LA MONTAGNE","4248",,,""
"ESCH-SUR-ALZETTE","RUE DE LA SOURCE","4322",,,""
"ESCH-SUR-ALZETTE","RUE DE LA TUILERIE","4336",,,""
"ESCH-SUR-ALZETTE","RUE DE L'ACIER","4013",,,""
"ESCH-SUR-ALZETTE","RUE DE L'AERODROME","4012",,,""
"ESCH-SUR-ALZETTE","RUE DE LALLANGE","4201",,,""
"ESCH-SUR-ALZETTE","RUE DE L'ALZETTE","4011",,,"I"
"ESCH-SUR-ALZETTE","RUE DE L'ALZETTE","4010",,,"P"
"ESCH-SUR-ALZETTE","RUE DE L'EAU","4101",,,""
"ESCH-SUR-ALZETTE","RUE DE L'ECOLE","4103",,,""
"ESCH-SUR-ALZETTE","RUE DE L'EGLISE","4106",,,""
"ESCH-SUR-ALZETTE","RUE DE L'HOPITAL","4137",,,""
"ESCH-SUR-ALZETTE","RUE DE LIEGE","4213",,,""
"ESCH-SUR-ALZETTE","RUE DE LILLE","4214",,,""
"ESCH-SUR-ALZETTE","RUE DE L'INDUSTRIE","4150",,,""
"ESCH-SUR-ALZETTE","RUE DE L'USINE","4340",,,""
"ESCH-SUR-ALZETTE","RUE DE LUXEMBOURG","4222",151,999,""
"ESCH-SUR-ALZETTE","RUE DE LUXEMBOURG","4221",51,150,""
"ESCH-SUR-ALZETTE","RUE DE LUXEMBOURG","4220",1,50,""
"ESCH-SUR-ALZETTE","RUE DE MACON","4230",,,""
"ESCH-SUR-ALZETTE","RUE DE MARCINELLE","4234",,,""
"ESCH-SUR-ALZETTE","RUE DE MOEDLING","4246",,,""
"ESCH-SUR-ALZETTE","RUE DE MONDERCANGE","4247",,,""
"ESCH-SUR-ALZETTE","RUE DE MONTPELLIER","4249",,,""
"ESCH-SUR-ALZETTE","RUE DE PUTEAUX","4282",,,""
"ESCH-SUR-ALZETTE","RUE DE RAEMERICH","4310",,,""
"ESCH-SUR-ALZETTE","RUE DE ROTTERDAM","4308",,,""
"ESCH-SUR-ALZETTE","RUE DE RUMELANGE","4309",,,""
"ESCH-SUR-ALZETTE","RUE DE SAINT GILLES","4133",,,""
"ESCH-SUR-ALZETTE","RUE DE SCHIFFLANGE","4316",,,""
"ESCH-SUR-ALZETTE","RUE DE SOLEUVRE","4321",,,""
"ESCH-SUR-ALZETTE","RUE DE STALINGRAD","4326",,,""
"ESCH-SUR-ALZETTE","RUE DE TILBURG","4110",,,""
"ESCH-SUR-ALZETTE","RUE DE TURIN","4337",,,""
"ESCH-SUR-ALZETTE","RUE DE VELLETRI","4341",,,""
"ESCH-SUR-ALZETTE","RUE D'EHLERANGE","4108",,,""
"ESCH-SUR-ALZETTE","RUE DELLHEICHT","4240",,,""
"ESCH-SUR-ALZETTE","RUE DES ACACIAS","4330",,,""
"ESCH-SUR-ALZETTE","RUE DES ARGENTINS","4016",,,""
"ESCH-SUR-ALZETTE","RUE DES ARTISANS","4017",,,""
"ESCH-SUR-ALZETTE","RUE DES CHAMPS","4052",,,""
"ESCH-SUR-ALZETTE","RUE DES CHARBONS","4053",,,""
"ESCH-SUR-ALZETTE","RUE DES FONDEURS","4121",,,""
"ESCH-SUR-ALZETTE","RUE DES FRANCISCAINS","4125",,,""
"ESCH-SUR-ALZETTE","RUE DES JARDINS","4151",,,""
"ESCH-SUR-ALZETTE","RUE DES MAQUISARDS","4233",,,""
"ESCH-SUR-ALZETTE","RUE DES MARTYRS","4236",,,""
"ESCH-SUR-ALZETTE","RUE DES MINES","4244",,,""
"ESCH-SUR-ALZETTE","RUE DES MINEURS","4245",,,""
"ESCH-SUR-ALZETTE","RUE DES NOYERS","4265",,,""
"ESCH-SUR-ALZETTE","RUE DES REMPARTS","4303",,,""
"ESCH-SUR-ALZETTE","RUE DES ROMAINS","4307",,,""
"ESCH-SUR-ALZETTE","RUE DES SPORTS","4324",,,""
"ESCH-SUR-ALZETTE","RUE DICKS","4082",51,999,""
"ESCH-SUR-ALZETTE","RUE DICKS","4081",1,50,""
"ESCH-SUR-ALZETTE","RUE D'OFFENBACH","4270",,,""
"ESCH-SUR-ALZETTE","RUE DOMINIQUE-JOSEPH HOFERLIN","4136",,,""
"ESCH-SUR-ALZETTE","RUE DR EMILE COLLING","4069",,,""
"ESCH-SUR-ALZETTE","RUE DR JEAN-PIERRE KNAFF","4180",,,""
"ESCH-SUR-ALZETTE","RUE DR MICHEL WELTER","4347",,,""
"ESCH-SUR-ALZETTE","RUE DR PHILIPPE BASTIAN","4045",,,""
"ESCH-SUR-ALZETTE","RUE DU BOIS","4036",,,""
"ESCH-SUR-ALZETTE","RUE DU BRILL","4041",1,50,""
"ESCH-SUR-ALZETTE","RUE DU BRILL","4042",51,999,""
"ESCH-SUR-ALZETTE","RUE DU CANAL","4050",1,50,""
"ESCH-SUR-ALZETTE","RUE DU CANAL","4051",51,999,""
"ESCH-SUR-ALZETTE","RUE DU CIMETIERE","4059",,,""
"ESCH-SUR-ALZETTE","RUE DU CINQUANTENAIRE","4060",,,""
"ESCH-SUR-ALZETTE","RUE DU COMMERCE","4067",,,""
"ESCH-SUR-ALZETTE","RUE DU FOSSE","4123",,,""
"ESCH-SUR-ALZETTE","RUE DU LAMINOIR","4202",,,""
"ESCH-SUR-ALZETTE","RUE DU LYCEE","4217",,,""
"ESCH-SUR-ALZETTE","RUE DU MOULIN","4251",,,""
"ESCH-SUR-ALZETTE","RUE DU NORD","4260",,,""
"ESCH-SUR-ALZETTE","RUE DU STADE","4325",,,""
"ESCH-SUR-ALZETTE","RUE DU TRAMWAY","4334",,,""
"ESCH-SUR-ALZETTE","RUE DU VIADUC","4343",,,""
"ESCH-SUR-ALZETTE","RUE DU X SEPTEMBRE","4320",,,""
"ESCH-SUR-ALZETTE","RUE EDOUARD FELLENS","4118",,,""
"ESCH-SUR-ALZETTE","RUE EMILE EISCHEN","4107",,,""
"ESCH-SUR-ALZETTE","RUE EMILE MAYRISCH","4240",,,""
"ESCH-SUR-ALZETTE","RUE ERNIE REITZ","4151",,,""
"ESCH-SUR-ALZETTE","RUE EUGENE MOUSSET","4252",,,""
"ESCH-SUR-ALZETTE","RUE EUGENE REICHLING","4302",,,""
"ESCH-SUR-ALZETTE","RUE FERDINAND NOTHOMB","4264",,,""
"ESCH-SUR-ALZETTE","RUE FLORENCE NIGHTINGALE","4268",,,""
"ESCH-SUR-ALZETTE","RUE FRANCOIS CIGRANG","4068",,,""
"ESCH-SUR-ALZETTE","RUE FRANCOIS DONVEN","4084",,,""
"ESCH-SUR-ALZETTE","RUE FREDERIC JOLIOT-CURIE","4154",,,""
"ESCH-SUR-ALZETTE","RUE GABRIEL LIPPMANN","4119",,,""
"ESCH-SUR-ALZETTE","RUE GASTON BARBANSON","4020",,,""
"ESCH-SUR-ALZETTE","RUE GENERAL G.S. PATTON","4277",,,""
"ESCH-SUR-ALZETTE","RUE GUILLAUME CAPUS","4071",,,""
"ESCH-SUR-ALZETTE","RUE GUILLAUME J. KROLL","4179",,,""
"ESCH-SUR-ALZETTE","RUE HELEN BUCHHOLTZ","4048",,,""
"ESCH-SUR-ALZETTE","RUE HENRI DUNANT","4085",,,""
"ESCH-SUR-ALZETTE","RUE HENRI HABIG","4134",,,""
"ESCH-SUR-ALZETTE","RUE HENRI KOCH","4354",,,""
"ESCH-SUR-ALZETTE","RUE HENRI TUDOR","4335",,,""
"ESCH-SUR-ALZETTE","RUE HENRY BESSEMER","4032",,,""
"ESCH-SUR-ALZETTE","RUE HIEHL","4304",,,""
"ESCH-SUR-ALZETTE","RUE JEAN BERG","4028",,,""
"ESCH-SUR-ALZETTE","RUE JEAN ERPELDING","4109",,,""
"ESCH-SUR-ALZETTE","RUE JEAN JAURES","4152",,,""
"ESCH-SUR-ALZETTE","RUE JEAN L'AVEUGLE","4019",,,""
"ESCH-SUR-ALZETTE","RUE JEAN ORIGER","4271",,,""
"ESCH-SUR-ALZETTE","RUE JEAN SCHORTGEN","4318",,,""
"ESCH-SUR-ALZETTE","RUE JEAN WOLTER","4353",,,""
"ESCH-SUR-ALZETTE","RUE JEAN-PIERRE BAUSCH","4023",,,""
"ESCH-SUR-ALZETTE","RUE JEAN-PIERRE MICHELS","4243",,,""
"ESCH-SUR-ALZETTE","RUE JEAN-PIERRE PIERRARD","4279",,,""
"ESCH-SUR-ALZETTE","RUE JOSEPH HACKIN","4126",,,""
"ESCH-SUR-ALZETTE","RUE JOSEPH KIEFFER","4176",,,""
"ESCH-SUR-ALZETTE","RUE JOSEPH WESTER","4349",,,""
"ESCH-SUR-ALZETTE","RUE KARL MARX","4237",,,""
"ESCH-SUR-ALZETTE","RUE LANKELZ","4205",,,""
"ESCH-SUR-ALZETTE","RUE LARGE","4204",,,""
"ESCH-SUR-ALZETTE","RUE LAURA BASSI","4049",,,""
"ESCH-SUR-ALZETTE","RUE LE BATACLAN","4374",,,""
"ESCH-SUR-ALZETTE","RUE LEON JOUHAUX","4155",,,""
"ESCH-SUR-ALZETTE","RUE LEON KINSCH","4172",,,""
"ESCH-SUR-ALZETTE","RUE LEON LAMORT","4203",,,""
"ESCH-SUR-ALZETTE","RUE LEON METZ","4238",,,""
"ESCH-SUR-ALZETTE","RUE LEON THURM","4333",,,""
"ESCH-SUR-ALZETTE","RUE LEON WEIRICH","4348",,,""
"ESCH-SUR-ALZETTE","RUE LISE MEITNER","4255",,,""
"ESCH-SUR-ALZETTE","RUE LOUIS BRAILLE","4072",,,""
"ESCH-SUR-ALZETTE","RUE LOUIS PASTEUR","4276",,,""
"ESCH-SUR-ALZETTE","RUE LOUIS PETIT","4278",,,""
"ESCH-SUR-ALZETTE","RUE MARCEL REULAND","4305",,,""
"ESCH-SUR-ALZETTE","RUE MARCELLE DAUPHIN","4073",,,""
"ESCH-SUR-ALZETTE","RUE MARIA MITCHELL","4256",,,""
"ESCH-SUR-ALZETTE","RUE MARIE CURIE","4043",,,""
"ESCH-SUR-ALZETTE","RUE MARIE MULLER-TESCH","4250",,,""
"ESCH-SUR-ALZETTE","RUE MATHIAS KOENER","4174",,,""
"ESCH-SUR-ALZETTE","RUE MICHEL GLOESENER","4088",,,""
"ESCH-SUR-ALZETTE","RUE MICHEL LENTZ","4209",,,""
"ESCH-SUR-ALZETTE","RUE MICHEL RASQUIN","4301",,,""
"ESCH-SUR-ALZETTE","RUE MICHEL RODANGE","4306",,,""
"ESCH-SUR-ALZETTE","RUE MICKY BINTZ-ERPELDING","4047",,,""
"ESCH-SUR-ALZETTE","RUE NELSON MANDELA","4035",,,""
"ESCH-SUR-ALZETTE","RUE NICOLAS BIEVER","4033",,,""
"ESCH-SUR-ALZETTE","RUE NICOLAS MANNES","4231",,,""
"ESCH-SUR-ALZETTE","RUE NORBERT LE GALLAIS","4207",,,""
"ESCH-SUR-ALZETTE","RUE PIERRE CLAUDE","4063",,,""
"ESCH-SUR-ALZETTE","RUE PIERRE GOEDERT","4178",,,""
"ESCH-SUR-ALZETTE","RUE PIERRE KERSCH","4175",,,""
"ESCH-SUR-ALZETTE","RUE PORTLAND","4281",,,""
"ESCH-SUR-ALZETTE","RUE RENAUDIN","4304",,,""
"ESCH-SUR-ALZETTE","RUE ROBERT SCHUMAN","4319",,,""
"ESCH-SUR-ALZETTE","RUE ROMAIN FANDEL","4149",,,""
"ESCH-SUR-ALZETTE","RUE ROSALIND FRANKLIN","4074",,,""
"ESCH-SUR-ALZETTE","RUE SIDNEY THOMAS","4332",,,""
"ESCH-SUR-ALZETTE","RUE SIMON BOLIVAR","4037",,,""
"ESCH-SUR-ALZETTE","RUE SOPHIE GERMAIN","4143",,,""
"ESCH-SUR-ALZETTE","RUE ST ANTOINE","4015",,,""
"ESCH-SUR-ALZETTE","RUE ST HENRI","4135",,,""
"ESCH-SUR-ALZETTE","RUE ST JEAN","4153",,,""
"ESCH-SUR-ALZETTE","RUE ST JOSEPH","4156",,,""
"ESCH-SUR-ALZETTE","RUE ST MARTIN","4235",,,""
"ESCH-SUR-ALZETTE","RUE ST MICHEL","4242",,,""
"ESCH-SUR-ALZETTE","RUE ST NICOLAS","4263",,,""
"ESCH-SUR-ALZETTE","RUE ST VINCENT","4344",,,""
"ESCH-SUR-ALZETTE","RUE STE BARBE","4021",,,""
"ESCH-SUR-ALZETTE","RUE THEODORE DE WACQUANT","4345",,,""
"ESCH-SUR-ALZETTE","RUE THEODORE KAPP","4165",,,""
"ESCH-SUR-ALZETTE","RUE THOMAS EDISON","4105",,,""
"ESCH-SUR-ALZETTE","RUE VICTOR EWEN","4113",,,""
"ESCH-SUR-ALZETTE","RUE VICTOR HUGO","4141",51,999,""
"ESCH-SUR-ALZETTE","RUE VICTOR HUGO","4140",1,50,""
"ESCH-SUR-ALZETTE","RUE VICTOR NEUENS","4266",,,""
"ESCH-SUR-ALZETTE","RUE VICTOR WILHELM","4352",,,""
"ESCH-SUR-ALZETTE","RUE WURTH-PAQUET","4350",,,""
"ESCH-SUR-ALZETTE","RUE XAVIER BRASSEUR","4040",,,""
"ESCH-SUR-ALZETTE","RUE ZENON BERNARD","4031",30,78,"P"
"ESCH-SUR-ALZETTE","RUE ZENON BERNARD","4031",31,99,"I"
"ESCH-SUR-ALZETTE","RUE ZENON BERNARD","4030",2,24,"P"
"ESCH-SUR-ALZETTE","RUE ZENON BERNARD","4030",1,13,"I"
"ESCH-SUR-ALZETTE","RUELLE DU CHATEAU","4054",,,""
"ESCH-SUR-ALZETTE","SCHNEIER","4317",,,""
"ESCH-SUR-ALZETTE","SENTIER DE KAYL","4167",,,""
"ESCH-SUR-ALZETTE","SITE INDUSTRIEL DES TERRES-ROUGES","4329",,,""
"ESCH-SUR-ALZETTE","SQUARE EMILE MAYRISCH","4240",,,""
"ESCH-SUR-ALZETTE","ZARE SOMMET","4355",,,""
"ESCH-SUR-SURE","OP DER LAE","9650",,,""
"ESCH-SUR-SURE","PLACE DES JARDINS","9650",,,""
"ESCH-SUR-SURE","RUE CAMPING AAL","9650",,,""
"ESCH-SUR-SURE","RUE DE KAUNDORF","9650",,,""
"ESCH-SUR-SURE","RUE DE LA POSTE","9650",,,""
"ESCH-SUR-SURE","RUE DE L'EGLISE","9650",,,""
"ESCH-SUR-SURE","RUE DE LULTZHAUSEN","9650",,,""
"ESCH-SUR-SURE","RUE DES JARDINS","9650",,,""
"ESCH-SUR-SURE","RUE DES REMPARTS","9650",,,""
"ESCH-SUR-SURE","RUE D'ESCHDORF","9650",,,""
"ESCH-SUR-SURE","RUE DU MOULIN","9650",,,""
"ESCH-SUR-SURE","RUE DU PONT","9650",,,""
"ESCH-SUR-SURE","SAENDGEN","9650",,,""
"ESCH-SUR-SURE","TUNNEL-ESCH-SUR-SURE","9650",,,""
"ESCH-SUR-SURE","UM HOLTZ","9650",,,""
"ESCHWEILER","AM KUTSCHEWEE","6169",,,""
"ESCHWEILER","AN DER BRECK","9651",,,""
"ESCHWEILER","AN DER GAESSEN","9651",,,""
"ESCHWEILER","BEIGEWEE","9651",,,""
"ESCHWEILER","DUERFSTROOSS","9651",,,""
"ESCHWEILER","ESCHWEILERMILLEN","9651",,,""
"ESCHWEILER","HALT","9651",,,""
"ESCHWEILER","HEISTEN","9651",,,""
"ESCHWEILER","HUESWEE","6169",,,""
"ESCHWEILER","KIISCHTEBIERG","9651",,,""
"ESCHWEILER","KIRCHEWEE","9651",,,""
"ESCHWEILER","KRAEIZ","9651",,,""
"ESCHWEILER","MILLEWEE","9651",,,""
"ESCHWEILER","NEIEWEE","9651",,,""
"ESCHWEILER","OP DEM BECHEL","6169",,,""
"ESCHWEILER","RUE DE BEIDWEILER","6169",,,""
"ESCHWEILER","RUE DE GONDERANGE","6169",,,""
"ESCHWEILER","RUE DE L'ECOLE","6169",,,""
"ESCHWEILER","RUE D'OLINGEN","6169",,,""
"ESCHWEILER","RUE DU VILLAGE","6169",,,""
"ESCHWEILER","SELSCHTER PAD","9651",,,""
"ESCHWEILER","STEIL","9651",,,""
"ESCHWEILER","TOM","9651",,,""
"ESCHWEILER","WEIMERICH","6169",,,""
"ESELBORN","AN DECKER","9738",,,""
"ESELBORN","BUREWEE","9748",,,""
"ESELBORN","CITE BUREWEE","9748",,,""
"ESELBORN","CITE SCHLEED","9738",,,""
"ESELBORN","MECHERWEE","9748",,,""
"ESELBORN","OP DER SPRAET","9748",,,""
"ESELBORN","ROUTE DE LENTZWEILER","9748",,,""
"ESELBORN","RUE DE L'ABBAYE","9748",,,""
"ESELBORN","RUE DE L'EGLISE","9748",,,""
"ESELBORN","RUE DU VILLAGE","9748",,,""
"ESELBORN","RUE KLECK","9748",,,""
"ESELBORN","RUE KNUPP","9748",,,""
"ESELBORN","WOLLEFSHAFF","9748",,,""
"ESELBORN","Z.I. ESELBORN-LENTZWEILER OP DER SANG","9779",14,998,"P"
"ESSINGEN","AUF DEM ROST","7759",,,""
"ESSINGEN","ESSINGEN","7424",,,""
"ETTELBRUCK","AM KEIWEE","9022",,,""
"ETTELBRUCK","AN DER BAACH","9043",,,""
"ETTELBRUCK","AN DER HENG","9061",,,""
"ETTELBRUCK","AVENUE DES ALLIES","9012",,,""
"ETTELBRUCK","AVENUE J-F KENNEDY","9053",,,""
"ETTELBRUCK","AVENUE LUCIEN SALENTINY","9080",,,""
"ETTELBRUCK","BOULEVARD GRANDE-DUCHESSE CHARLOTTE","9024",,,""
"ETTELBRUCK","BUCHEWEE","9021",,,""
"ETTELBRUCK","CHEMIN DE L'AUBERGE","9015",,,""
"ETTELBRUCK","CHEMIN DU CAMPING","9022",,,""
"ETTELBRUCK","CITE DES VERGERS","9086",,,""
"ETTELBRUCK","GRAND-RUE","9050",1,60,""
"ETTELBRUCK","GRAND-RUE","9051",61,999,""
"ETTELBRUCK","GRONDWEE","9045",,,""
"ETTELBRUCK","HEINENHAFF","9045",,,""
"ETTELBRUCK","HERCKMANNSMILLEN","9045",,,""
"ETTELBRUCK","IMPASSE ABBE HENRI MULLER","9065",,,""
"ETTELBRUCK","IMPASSE AV. LUCIEN SALENTINY","9080",,,""
"ETTELBRUCK","IMPASSE J-F KENNEDY","9053",,,""
"ETTELBRUCK","IMPASSE PRINCE HENRI","9047",,,""
"ETTELBRUCK","KALKESDELT","9022",,,""
"ETTELBRUCK","LANNENHAFF","9045",,,""
"ETTELBRUCK","OP DER HAART","9016",,,""
"ETTELBRUCK","PETITE RUE","9069",,,""
"ETTELBRUCK","PLACE DE LA GARE","9044",,,""
"ETTELBRUCK","PLACE DE LA LIBERATION","9060",,,""
"ETTELBRUCK","PLACE DE LA RESISTANCE","9070",,,""
"ETTELBRUCK","PLACE DE L'HOTEL DE VILLE","9087",,,""
"ETTELBRUCK","PLACE MARIE-ADELAIDE","9063",,,""
"ETTELBRUCK","PLACE MARIE-THERESE","9064",,,""
"ETTELBRUCK","RUE A STACKELS","9083",,,""
"ETTELBRUCK","RUE ABBE HENRI MULLER","9065",,,""
"ETTELBRUCK","RUE ABBE JOSEPH FLIES","9061",,,""
"ETTELBRUCK","RUE DE BASTOGNE","9010",1,30,""
"ETTELBRUCK","RUE DE BASTOGNE","9011",31,999,""
"ETTELBRUCK","RUE DE FEULEN","9043",,,""
"ETTELBRUCK","RUE DE FEULEN IMP. I","9043",,,""
"ETTELBRUCK","RUE DE FEULEN IMP. II","9043",,,""
"ETTELBRUCK","RUE DE LA COLLINE","9025",,,""
"ETTELBRUCK","RUE DE LA GARE","9044",,,""
"ETTELBRUCK","RUE DE LA SYNAGOGUE","9084",,,""
"ETTELBRUCK","RUE DE L'ARCADE","9014",,,""
"ETTELBRUCK","RUE DE L'ECOLE AGRICOLE","9016",,,""
"ETTELBRUCK","RUE DE L'ESCALIER","9041",,,""
"ETTELBRUCK","RUE DE L'ETOILE","9042",,,""
"ETTELBRUCK","RUE DE WARKEN","9088",,,""
"ETTELBRUCK","RUE DES CHARIOTS","9023",,,""
"ETTELBRUCK","RUE DES ROMAINS","9071",,,""
"ETTELBRUCK","RUE DES VERGERS","9086",,,""
"ETTELBRUCK","RUE DICKS","9040",,,""
"ETTELBRUCK","RUE DR HERR","9048",,,""
"ETTELBRUCK","RUE DR KLEIN","9054",,,""
"ETTELBRUCK","RUE DU CANAL","9020",,,""
"ETTELBRUCK","RUE DU CIMETIERE","9083",,,""
"ETTELBRUCK","RUE DU COMMERCE","9026",,,""
"ETTELBRUCK","RUE DU COUDE","9027",,,""
"ETTELBRUCK","RUE DU DEICH","9012",,,""
"ETTELBRUCK","RUE EUGENE SIMON","9079",,,""
"ETTELBRUCK","RUE FELICIE SCHLESSER","9072",,,""
"ETTELBRUCK","RUE GRANDE-DUCHESSE JOSEPHINE-CHARLOTTE","9013",,,""
"ETTELBRUCK","RUE GUILLAUME","9046",,,""
"ETTELBRUCK","RUE GUSTAVE DE MARIE","9062",,,""
"ETTELBRUCK","RUE JEAN-ANTOINE ZINNEN","9068",,,""
